,reaction_id,flux
Gb7bin10_RHAP100tpp,Gb7bin10_RHAP100tpp,0.0
Gb7bin10_RHAP50tex,Gb7bin10_RHAP50tex,0.0
Gb7bin10_RHAP50tpp,Gb7bin10_RHAP50tpp,0.0
Gb7bin10_RHAP70tex,Gb7bin10_RHAP70tex,0.0
Gb7bin10_RHAP70tpp,Gb7bin10_RHAP70tpp,0.0
Gb7bin10_RHAP80tex,Gb7bin10_RHAP80tex,0.0
Gb7bin10_RHAP80tpp,Gb7bin10_RHAP80tpp,0.0
Gb7bin10_RHAP90tex,Gb7bin10_RHAP90tex,0.0
Gb7bin10_RHAP90tpp,Gb7bin10_RHAP90tpp,0.0
Gb7bin10_RIBFLVt2,Gb7bin10_RIBFLVt2,0.0
Gb7bin10_RIBabc,Gb7bin10_RIBabc,0.0
Gb7bin10_RMN_Et,Gb7bin10_RMN_Et,0.0
Gb7bin10_RMNabc,Gb7bin10_RMNabc,0.0
Gb7bin10_RNDR1_Gb7bin10_C_c,Gb7bin10_RNDR1_Gb7bin10_C_c,0.0
Gb7bin10_RNDR2_Gb7bin10_C_c,Gb7bin10_RNDR2_Gb7bin10_C_c,0.0
Gb7bin10_RNDR3_Gb7bin10_C_c,Gb7bin10_RNDR3_Gb7bin10_C_c,0.0
Gb7bin10_RNDR4_Gb7bin10_C_c,Gb7bin10_RNDR4_Gb7bin10_C_c,0.0
Gb7bin10_RNMK_Gb7bin10_C_c,Gb7bin10_RNMK_Gb7bin10_C_c,0.0
Gb7bin10_RPE_Gb7bin10_C_c,Gb7bin10_RPE_Gb7bin10_C_c,0.0
Gb7bin10_RPI_Gb7bin10_C_c,Gb7bin10_RPI_Gb7bin10_C_c,0.0
Gb7bin10_SALCHS4FER1_Gb7bin10_C_c,Gb7bin10_SALCHS4FER1_Gb7bin10_C_c,0.0
Gb7bin10_SALCHS4FEabcpp,Gb7bin10_SALCHS4FEabcpp,0.0
Gb7bin10_SALCHS4FEtonex,Gb7bin10_SALCHS4FEtonex,0.0
Gb7bin10_SALCHS4abcpp,Gb7bin10_SALCHS4abcpp,0.0
Gb7bin10_SALCHS4tex,Gb7bin10_SALCHS4tex,0.0
Gb7bin10_SARCOX_Gb7bin10_C_c,Gb7bin10_SARCOX_Gb7bin10_C_c,0.0
Gb7bin10_SARCOX2_Gb7bin10_C_c,Gb7bin10_SARCOX2_Gb7bin10_C_c,0.0
Gb7bin10_SDPDS_Gb7bin10_C_c,Gb7bin10_SDPDS_Gb7bin10_C_c,0.0
Gb7bin10_SDPTA_Gb7bin10_C_c,Gb7bin10_SDPTA_Gb7bin10_C_c,0.0
Gb7bin10_SEAHCYSHYD_Gb7bin10_C_c,Gb7bin10_SEAHCYSHYD_Gb7bin10_C_c,0.0
Gb7bin10_SEAHCYSHYD_1_Gb7bin10_C_c,Gb7bin10_SEAHCYSHYD_1_Gb7bin10_C_c,0.0
Gb7bin10_SERAT_Gb7bin10_C_c,Gb7bin10_SERAT_Gb7bin10_C_c,0.0
Gb7bin10_SER_AL_Gb7bin10_C_c,Gb7bin10_SER_AL_Gb7bin10_C_c,0.0
Gb7bin10_SERabc,Gb7bin10_SERabc,0.0
Gb7bin10_SERabcpp,Gb7bin10_SERabcpp,0.0
Gb7bin10_SERtex,Gb7bin10_SERtex,0.0
Gb7bin10_SFGTHi_Gb7bin10_C_c,Gb7bin10_SFGTHi_Gb7bin10_C_c,0.0
Gb7bin10_SHK3Dr_Gb7bin10_C_c,Gb7bin10_SHK3Dr_Gb7bin10_C_c,0.0
Gb7bin10_SHKK_1_Gb7bin10_C_c,Gb7bin10_SHKK_1_Gb7bin10_C_c,0.0
Gb7bin10_SHSL1_Gb7bin10_C_c,Gb7bin10_SHSL1_Gb7bin10_C_c,0.0
Gb7bin10_SHSL2_Gb7bin10_C_c,Gb7bin10_SHSL2_Gb7bin10_C_c,0.0
Gb7bin10_SHSL2r_Gb7bin10_C_c,Gb7bin10_SHSL2r_Gb7bin10_C_c,0.0
Gb7bin10_SHSL4r_Gb7bin10_C_c,Gb7bin10_SHSL4r_Gb7bin10_C_c,0.0
Gb7bin10_SPMDabc,Gb7bin10_SPMDabc,0.0
Gb7bin10_SPMDabcpp,Gb7bin10_SPMDabcpp,0.0
Gb7bin10_SPMDt3i,Gb7bin10_SPMDt3i,0.0
Gb7bin10_SPMDt3pp,Gb7bin10_SPMDt3pp,0.0
Gb7bin10_SPT_syn_Gb7bin10_C_c,Gb7bin10_SPT_syn_Gb7bin10_C_c,0.0
Gb7bin10_SSALx_Gb7bin10_C_c,Gb7bin10_SSALx_Gb7bin10_C_c,0.0
Gb7bin10_SSALy_Gb7bin10_C_c,Gb7bin10_SSALy_Gb7bin10_C_c,0.0
Gb7bin10_SSCOARy_Gb7bin10_C_c,Gb7bin10_SSCOARy_Gb7bin10_C_c,0.0
Gb7bin10_STPT1_Gb7bin10_C_c,Gb7bin10_STPT1_Gb7bin10_C_c,0.0
Gb7bin10_SUCBZT1_Gb7bin10_C_c,Gb7bin10_SUCBZT1_Gb7bin10_C_c,0.0
Gb7bin10_SUCCt,Gb7bin10_SUCCt,0.0
Gb7bin10_SUCD1_Gb7bin10_C_c,Gb7bin10_SUCD1_Gb7bin10_C_c,0.0
Gb7bin10_SUCOAS_Gb7bin10_C_c,Gb7bin10_SUCOAS_Gb7bin10_C_c,0.0
Gb7bin10_SUCpts,Gb7bin10_SUCpts,0.0
Gb7bin10_SULR_Gb7bin10_C_c,Gb7bin10_SULR_Gb7bin10_C_c,0.0
Gb7bin10_T2ECR_Gb7bin10_C_c,Gb7bin10_T2ECR_Gb7bin10_C_c,0.0
Gb7bin10_TALA_Gb7bin10_C_c,Gb7bin10_TALA_Gb7bin10_C_c,0.0
Gb7bin10_TAUDO_Gb7bin10_C_c,Gb7bin10_TAUDO_Gb7bin10_C_c,0.0
Gb7bin10_TAURabc,Gb7bin10_TAURabc,0.0
Gb7bin10_TDP_Gb7bin10_C_c,Gb7bin10_TDP_Gb7bin10_C_c,0.0
Gb7bin10_TGBPA_Gb7bin10_C_c,Gb7bin10_TGBPA_Gb7bin10_C_c,0.0
Gb7bin10_THDPS_Gb7bin10_C_c,Gb7bin10_THDPS_Gb7bin10_C_c,0.0
Gb7bin10_THFAT_Gb7bin10_C_c,Gb7bin10_THFAT_Gb7bin10_C_c,0.0
Gb7bin10_THFOR2_Gb7bin10_C_c,Gb7bin10_THFOR2_Gb7bin10_C_c,0.0
Gb7bin10_THMt2,Gb7bin10_THMt2,0.0
Gb7bin10_THMt6,Gb7bin10_THMt6,0.0
Gb7bin10_THPAT_Gb7bin10_C_c,Gb7bin10_THPAT_Gb7bin10_C_c,0.0
Gb7bin10_THRA_Gb7bin10_C_c,Gb7bin10_THRA_Gb7bin10_C_c,0.0
Gb7bin10_THRA2_Gb7bin10_C_c,Gb7bin10_THRA2_Gb7bin10_C_c,0.0
Gb7bin10_THRD_L_Gb7bin10_C_c,Gb7bin10_THRD_L_Gb7bin10_C_c,0.0
Gb7bin10_THRD_L_1_Gb7bin10_C_c,Gb7bin10_THRD_L_1_Gb7bin10_C_c,0.0
Gb7bin10_THRS_Gb7bin10_C_c,Gb7bin10_THRS_Gb7bin10_C_c,0.0
Gb7bin10_THRabc,Gb7bin10_THRabc,0.0
Gb7bin10_THRabcpp,Gb7bin10_THRabcpp,0.0
Gb7bin10_THRt2pp,Gb7bin10_THRt2pp,0.0
Gb7bin10_TKT1_Gb7bin10_C_c,Gb7bin10_TKT1_Gb7bin10_C_c,0.0
Gb7bin10_TKT2_Gb7bin10_C_c,Gb7bin10_TKT2_Gb7bin10_C_c,0.0
Gb7bin10_TMDK1_Gb7bin10_C_c,Gb7bin10_TMDK1_Gb7bin10_C_c,0.0
Gb7bin10_TMDS_Gb7bin10_C_c,Gb7bin10_TMDS_Gb7bin10_C_c,0.0
Gb7bin10_TMK_Gb7bin10_C_c,Gb7bin10_TMK_Gb7bin10_C_c,0.0
Gb7bin10_TMPK_Gb7bin10_C_c,Gb7bin10_TMPK_Gb7bin10_C_c,0.0
Gb7bin10_TOLt5,Gb7bin10_TOLt5,0.0
Gb7bin10_TOLtex,Gb7bin10_TOLtex,0.0
Gb7bin10_TOLtpp,Gb7bin10_TOLtpp,0.0
Gb7bin10_TPI_Gb7bin10_C_c,Gb7bin10_TPI_Gb7bin10_C_c,0.0
Gb7bin10_TRDR_Gb7bin10_C_c,Gb7bin10_TRDR_Gb7bin10_C_c,0.0
Gb7bin10_TRE6P_Et,Gb7bin10_TRE6P_Et,0.0
Gb7bin10_TREpts,Gb7bin10_TREpts,0.0
Gb7bin10_TRPAS1_Gb7bin10_C_c,Gb7bin10_TRPAS1_Gb7bin10_C_c,0.0
Gb7bin10_TRPS1_Gb7bin10_C_c,Gb7bin10_TRPS1_Gb7bin10_C_c,0.0
Gb7bin10_TRPS2_Gb7bin10_C_c,Gb7bin10_TRPS2_Gb7bin10_C_c,0.0
Gb7bin10_TRPabc,Gb7bin10_TRPabc,0.0
Gb7bin10_TTDCEAtexi,Gb7bin10_TTDCEAtexi,0.0
Gb7bin10_TYRTA_Gb7bin10_C_c,Gb7bin10_TYRTA_Gb7bin10_C_c,0.0
Gb7bin10_TYRabc,Gb7bin10_TYRabc,0.0
Gb7bin10_UAAGDS_Gb7bin10_C_c,Gb7bin10_UAAGDS_Gb7bin10_C_c,0.0
Gb7bin10_UACCpts,Gb7bin10_UACCpts,0.0
Gb7bin10_UAGCVT_Gb7bin10_C_c,Gb7bin10_UAGCVT_Gb7bin10_C_c,0.0
Gb7bin10_UAGDP_1_Gb7bin10_C_c,Gb7bin10_UAGDP_1_Gb7bin10_C_c,0.0
Gb7bin10_UAGPT3_Gb7bin10_C_c,Gb7bin10_UAGPT3_Gb7bin10_C_c,0.0
Gb7bin10_UAMAGS_Gb7bin10_C_c,Gb7bin10_UAMAGS_Gb7bin10_C_c,0.0
Gb7bin10_UAMAS_Gb7bin10_C_c,Gb7bin10_UAMAS_Gb7bin10_C_c,0.0
Gb7bin10_UAPGR_Gb7bin10_C_c,Gb7bin10_UAPGR_Gb7bin10_C_c,0.0
Gb7bin10_UDCPDP_Gb7bin10_C_c,Gb7bin10_UDCPDP_Gb7bin10_C_c,0.0
Gb7bin10_UDCPDPex_Gb7bin10_C_e,Gb7bin10_UDCPDPex_Gb7bin10_C_e,0.0
Gb7bin10_UDCPPtexi,Gb7bin10_UDCPPtexi,0.0
Gb7bin10_UGLYCH_Gb7bin10_C_c,Gb7bin10_UGLYCH_Gb7bin10_C_c,0.0
Gb7bin10_UGMDDS_Gb7bin10_C_c,Gb7bin10_UGMDDS_Gb7bin10_C_c,0.0
Gb7bin10_UMPK_Gb7bin10_C_c,Gb7bin10_UMPK_Gb7bin10_C_c,0.0
Gb7bin10_UPPN_Gb7bin10_C_c,Gb7bin10_UPPN_Gb7bin10_C_c,0.0
Gb7bin10_URAt,Gb7bin10_URAt,0.0
Gb7bin10_URCN_Gb7bin10_C_c,Gb7bin10_URCN_Gb7bin10_C_c,0.0
Gb7bin10_UREAabcpp,Gb7bin10_UREAabcpp,0.0
Gb7bin10_UREAt,Gb7bin10_UREAt,0.0
Gb7bin10_UREAtpp,Gb7bin10_UREAtpp,0.0
Gb7bin10_URIC_Gb7bin10_C_c,Gb7bin10_URIC_Gb7bin10_C_c,0.0
Gb7bin10_URIDK2r_Gb7bin10_C_c,Gb7bin10_URIDK2r_Gb7bin10_C_c,0.0
Gb7bin10_URIt2,Gb7bin10_URIt2,0.0
Gb7bin10_UT6PT_Gb7bin10_C_c,Gb7bin10_UT6PT_Gb7bin10_C_c,0.0
Gb7bin10_VALTA_Gb7bin10_C_c,Gb7bin10_VALTA_Gb7bin10_C_c,0.0
Gb7bin10_VALabc,Gb7bin10_VALabc,0.0
Gb7bin10_VALabcpp,Gb7bin10_VALabcpp,0.0
Gb7bin10_VALtex,Gb7bin10_VALtex,0.0
Gb7bin10_VCACT_Gb7bin10_C_c,Gb7bin10_VCACT_Gb7bin10_C_c,0.0
Gb7bin10_VCOAD_Gb7bin10_C_c,Gb7bin10_VCOAD_Gb7bin10_C_c,0.0
Gb7bin10_VECOAH_Gb7bin10_C_c,Gb7bin10_VECOAH_Gb7bin10_C_c,0.0
Gb7bin10_VPAMTr_Gb7bin10_C_c,Gb7bin10_VPAMTr_Gb7bin10_C_c,0.0
Gb7bin10_XAND_Gb7bin10_C_c,Gb7bin10_XAND_Gb7bin10_C_c,0.0
Gb7bin10_XPPT_Gb7bin10_C_c,Gb7bin10_XPPT_Gb7bin10_C_c,0.0
Gb7bin10_XTSNH_Gb7bin10_C_c,Gb7bin10_XTSNH_Gb7bin10_C_c,0.0
Gb7bin10_XYLabc,Gb7bin10_XYLabc,0.0
Gb7bin10_XYLt,Gb7bin10_XYLt,0.0
Gb7bin10_ZN2t4,Gb7bin10_ZN2t4,0.0
Gb7bin10_ZNabc,Gb7bin10_ZNabc,0.0
Gb7bin10_ilvg_Gb7bin10_C_c,Gb7bin10_ilvg_Gb7bin10_C_c,0.0
Gb7bin10_r2535,Gb7bin10_r2535,0.0
Gb7bin10_sink_hemeO_c_Gb7bin10_C_c,Gb7bin10_sink_hemeO_c_Gb7bin10_C_c,0.0
Gb7bin10_TF_LalaDgluMdap_e_Gb7bin10_C_e,Gb7bin10_TF_LalaDgluMdap_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_R_3hdcaa_e_Gb7bin10_C_e,Gb7bin10_TF_R_3hdcaa_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_R_3hhxa_e_Gb7bin10_C_e,Gb7bin10_TF_R_3hhxa_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_R_3hpdeca_e_Gb7bin10_C_e,Gb7bin10_TF_R_3hpdeca_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_R_3hphpa_e_Gb7bin10_C_e,Gb7bin10_TF_R_3hphpa_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_R_3hpnona_e_Gb7bin10_C_e,Gb7bin10_TF_R_3hpnona_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_R_3hpocta_e_Gb7bin10_C_e,Gb7bin10_TF_R_3hpocta_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_R_3hppta_e_Gb7bin10_C_e,Gb7bin10_TF_R_3hppta_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_acald_e_Gb7bin10_C_e,Gb7bin10_TF_acald_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_agm_e_Gb7bin10_C_e,Gb7bin10_TF_agm_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_ala__L_e_Gb7bin10_C_e,Gb7bin10_TF_ala__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_alaala_e_Gb7bin10_C_e,Gb7bin10_TF_alaala_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_alahis_e_Gb7bin10_C_e,Gb7bin10_TF_alahis_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_alaleu_e_Gb7bin10_C_e,Gb7bin10_TF_alaleu_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_alathr_e_Gb7bin10_C_e,Gb7bin10_TF_alathr_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_alatrp_e_Gb7bin10_C_e,Gb7bin10_TF_alatrp_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_amp_e_Gb7bin10_C_e,Gb7bin10_TF_amp_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_anhgm_e_Gb7bin10_C_e,Gb7bin10_TF_anhgm_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_arbt6p_e_Gb7bin10_C_e,Gb7bin10_TF_arbt6p_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_arbt_e_Gb7bin10_C_e,Gb7bin10_TF_arbt_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_arg__L_e_Gb7bin10_C_e,Gb7bin10_TF_arg__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_asn__L_e_Gb7bin10_C_e,Gb7bin10_TF_asn__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_asp__L_e_Gb7bin10_C_e,Gb7bin10_TF_asp__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_balaala_e_Gb7bin10_C_e,Gb7bin10_TF_balaala_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_balabala_e_Gb7bin10_C_e,Gb7bin10_TF_balabala_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_balagly_e_Gb7bin10_C_e,Gb7bin10_TF_balagly_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_balaleu_e_Gb7bin10_C_e,Gb7bin10_TF_balaleu_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_balamd_e_Gb7bin10_C_e,Gb7bin10_TF_balamd_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_bz_e_Gb7bin10_C_e,Gb7bin10_TF_bz_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_ca2_e_Gb7bin10_C_e,Gb7bin10_TF_ca2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_carn_e_Gb7bin10_C_e,Gb7bin10_TF_carn_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_catechol_e_Gb7bin10_C_e,Gb7bin10_TF_catechol_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_cellb_e_Gb7bin10_C_e,Gb7bin10_TF_cellb_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_cgly_e_Gb7bin10_C_e,Gb7bin10_TF_cgly_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_ch4s_e_Gb7bin10_C_e,Gb7bin10_TF_ch4s_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_chol_e_Gb7bin10_C_e,Gb7bin10_TF_chol_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_chols_e_Gb7bin10_C_e,Gb7bin10_TF_chols_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_chor_e_Gb7bin10_C_e,Gb7bin10_TF_chor_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_cl_e_Gb7bin10_C_e,Gb7bin10_TF_cl_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_co2_e_Gb7bin10_C_e,Gb7bin10_TF_co2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_coa_e_Gb7bin10_C_e,Gb7bin10_TF_coa_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_cobalt2_e_Gb7bin10_C_e,Gb7bin10_TF_cobalt2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_cu2_e_Gb7bin10_C_e,Gb7bin10_TF_cu2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_cys__L_e_Gb7bin10_C_e,Gb7bin10_TF_cys__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_d23hb_e_Gb7bin10_C_e,Gb7bin10_TF_d23hb_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_dca_e_Gb7bin10_C_e,Gb7bin10_TF_dca_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_ddca_e_Gb7bin10_C_e,Gb7bin10_TF_ddca_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_dtmp_e_Gb7bin10_C_e,Gb7bin10_TF_dtmp_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_ecto__L_e_Gb7bin10_C_e,Gb7bin10_TF_ecto__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fad_e_Gb7bin10_C_e,Gb7bin10_TF_fad_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fald_e_Gb7bin10_C_e,Gb7bin10_TF_fald_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fe2_e_Gb7bin10_C_e,Gb7bin10_TF_fe2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fe3_e_Gb7bin10_C_e,Gb7bin10_TF_fe3_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fe3dcit_e_Gb7bin10_C_e,Gb7bin10_TF_fe3dcit_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fe3dhbzs3_e_Gb7bin10_C_e,Gb7bin10_TF_fe3dhbzs3_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fe3pyovd_kt_e_Gb7bin10_C_e,Gb7bin10_TF_fe3pyovd_kt_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fol_e_Gb7bin10_C_e,Gb7bin10_TF_fol_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_forglu_e_Gb7bin10_C_e,Gb7bin10_TF_forglu_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_fru_e_Gb7bin10_C_e,Gb7bin10_TF_fru_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_gal_e_Gb7bin10_C_e,Gb7bin10_TF_gal_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_galt_e_Gb7bin10_C_e,Gb7bin10_TF_galt_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_gam_e_Gb7bin10_C_e,Gb7bin10_TF_gam_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_glc__D_e_Gb7bin10_C_e,Gb7bin10_TF_glc__D_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_gln__L_e_Gb7bin10_C_e,Gb7bin10_TF_gln__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_glu__L_e_Gb7bin10_C_e,Gb7bin10_TF_glu__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_gly_e_Gb7bin10_C_e,Gb7bin10_TF_gly_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_glygln_e_Gb7bin10_C_e,Gb7bin10_TF_glygln_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_glyglu_e_Gb7bin10_C_e,Gb7bin10_TF_glyglu_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_glygly_e_Gb7bin10_C_e,Gb7bin10_TF_glygly_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_glymet_e_Gb7bin10_C_e,Gb7bin10_TF_glymet_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_glyphe_e_Gb7bin10_C_e,Gb7bin10_TF_glyphe_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_glyser_e_Gb7bin10_C_e,Gb7bin10_TF_glyser_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_gthrd_e_Gb7bin10_C_e,Gb7bin10_TF_gthrd_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_h2o2_e_Gb7bin10_C_e,Gb7bin10_TF_h2o2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_h2o_e_Gb7bin10_C_e,Gb7bin10_TF_h2o_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_h2s_e_Gb7bin10_C_e,Gb7bin10_TF_h2s_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_h_e_Gb7bin10_C_e,Gb7bin10_TF_h_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_hdca_e_Gb7bin10_C_e,Gb7bin10_TF_hdca_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_hdcea_e_Gb7bin10_C_e,Gb7bin10_TF_hdcea_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_his__L_e_Gb7bin10_C_e,Gb7bin10_TF_his__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_hisgly_e_Gb7bin10_C_e,Gb7bin10_TF_hisgly_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_hishis_e_Gb7bin10_C_e,Gb7bin10_TF_hishis_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_hom__L_e_Gb7bin10_C_e,Gb7bin10_TF_hom__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_hxa_e_Gb7bin10_C_e,Gb7bin10_TF_hxa_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_ibtol_e_Gb7bin10_C_e,Gb7bin10_TF_ibtol_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_id3acald_e_Gb7bin10_C_e,Gb7bin10_TF_id3acald_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_ile__L_e_Gb7bin10_C_e,Gb7bin10_TF_ile__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_ind3ac_e_Gb7bin10_C_e,Gb7bin10_TF_ind3ac_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_indole_e_Gb7bin10_C_e,Gb7bin10_TF_indole_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_inost_e_Gb7bin10_C_e,Gb7bin10_TF_inost_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_k_e_Gb7bin10_C_e,Gb7bin10_TF_k_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_lcts_e_Gb7bin10_C_e,Gb7bin10_TF_lcts_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_leu__L_e_Gb7bin10_C_e,Gb7bin10_TF_leu__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_leuleu_e_Gb7bin10_C_e,Gb7bin10_TF_leuleu_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_lys__L_e_Gb7bin10_C_e,Gb7bin10_TF_lys__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_man1p_e_Gb7bin10_C_e,Gb7bin10_TF_man1p_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_man_e_Gb7bin10_C_e,Gb7bin10_TF_man_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_met__L_e_Gb7bin10_C_e,Gb7bin10_TF_met__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_mg2_e_Gb7bin10_C_e,Gb7bin10_TF_mg2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_mn2_e_Gb7bin10_C_e,Gb7bin10_TF_mn2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_mnl1p_e_Gb7bin10_C_e,Gb7bin10_TF_mnl1p_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_mnl_e_Gb7bin10_C_e,Gb7bin10_TF_mnl_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_nac_e_Gb7bin10_C_e,Gb7bin10_TF_nac_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_nh4_e_Gb7bin10_C_e,Gb7bin10_TF_nh4_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_nmn_e_Gb7bin10_C_e,Gb7bin10_TF_nmn_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_o2_e_Gb7bin10_C_e,Gb7bin10_TF_o2_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_octa_e_Gb7bin10_C_e,Gb7bin10_TF_octa_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_orn_e_Gb7bin10_C_e,Gb7bin10_TF_orn_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_phe__L_e_Gb7bin10_C_e,Gb7bin10_TF_phe__L_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_phedca_e_Gb7bin10_C_e,Gb7bin10_TF_phedca_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_phehpa_e_Gb7bin10_C_e,Gb7bin10_TF_phehpa_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_phehxa_e_Gb7bin10_C_e,Gb7bin10_TF_phehxa_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_pheme_e_Gb7bin10_C_e,Gb7bin10_TF_pheme_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_phenona_e_Gb7bin10_C_e,Gb7bin10_TF_phenona_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_pheocta_e_Gb7bin10_C_e,Gb7bin10_TF_pheocta_e_Gb7bin10_C_e,0.0
Gb7bin10_TF_phept_e_Gb7bin10_C_e,Gb7bin10_TF_phept_e_Gb7bin10_C_e,0.0
