,reaction_id,flux
SK_Gb1bin20_UAMAGS_Gb1bin20_C_c_ub,SK_Gb1bin20_UAMAGS_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UAMAS_Gb1bin20_C_c_ub,SK_Gb1bin20_UAMAS_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UAPGR_Gb1bin20_C_c_ub,SK_Gb1bin20_UAPGR_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UDCPDP_Gb1bin20_C_c_ub,SK_Gb1bin20_UDCPDP_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UDCPPtexi_ub,SK_Gb1bin20_UDCPPtexi_ub,0.0
SK_Gb1bin20_UDPG4E_Gb1bin20_C_c_lb,SK_Gb1bin20_UDPG4E_Gb1bin20_C_c_lb,0.0
SK_Gb1bin20_UDPG4E_Gb1bin20_C_c_ub,SK_Gb1bin20_UDPG4E_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UGLT_Gb1bin20_C_c_lb,SK_Gb1bin20_UGLT_Gb1bin20_C_c_lb,0.0
SK_Gb1bin20_UGLT_Gb1bin20_C_c_ub,SK_Gb1bin20_UGLT_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UGMDDS_Gb1bin20_C_c_ub,SK_Gb1bin20_UGMDDS_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UM3PL_Gb1bin20_C_c_ub,SK_Gb1bin20_UM3PL_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UMPK_Gb1bin20_C_c_lb,SK_Gb1bin20_UMPK_Gb1bin20_C_c_lb,0.0
SK_Gb1bin20_UMPK_Gb1bin20_C_c_ub,SK_Gb1bin20_UMPK_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UMPt6_ub,SK_Gb1bin20_UMPt6_ub,0.0
SK_Gb1bin20_UNK5_Gb1bin20_C_c_ub,SK_Gb1bin20_UNK5_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UPP3S_Gb1bin20_C_c_ub,SK_Gb1bin20_UPP3S_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_UPPDC1_Gb1bin20_C_c_ub,SK_Gb1bin20_UPPDC1_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_VALt2r_ub,SK_Gb1bin20_VALt2r_ub,0.0
SK_Gb1bin20_VNDH_2_Gb1bin20_C_c_lb,SK_Gb1bin20_VNDH_2_Gb1bin20_C_c_lb,0.0
SK_Gb1bin20_VNDH_2_Gb1bin20_C_c_ub,SK_Gb1bin20_VNDH_2_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_XANtex_lb,SK_Gb1bin20_XANtex_lb,0.0
SK_Gb1bin20_XANtex_ub,SK_Gb1bin20_XANtex_ub,0.0
SK_Gb1bin20_XANtpp_lb,SK_Gb1bin20_XANtpp_lb,0.0
SK_Gb1bin20_XANtpp_ub,SK_Gb1bin20_XANtpp_ub,0.0
SK_Gb1bin20_XYLI2_Gb1bin20_C_c_lb,SK_Gb1bin20_XYLI2_Gb1bin20_C_c_lb,0.0
SK_Gb1bin20_XYLI2_Gb1bin20_C_c_ub,SK_Gb1bin20_XYLI2_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_XYLabc_ub,SK_Gb1bin20_XYLabc_ub,0.0
SK_Gb1bin20_XYLt_lb,SK_Gb1bin20_XYLt_lb,0.0
SK_Gb1bin20_XYLt_ub,SK_Gb1bin20_XYLt_ub,0.0
SK_Gb1bin20_ZN2t4pp_ub,SK_Gb1bin20_ZN2t4pp_ub,0.0
SK_Gb1bin20_ZN2t5_ub,SK_Gb1bin20_ZN2t5_ub,0.0
SK_Gb1bin20_ZN2t6_ub,SK_Gb1bin20_ZN2t6_ub,0.0
SK_Gb1bin20_ZNabc_ub,SK_Gb1bin20_ZNabc_ub,0.0
SK_Gb1bin20_ZNabcpp_ub,SK_Gb1bin20_ZNabcpp_ub,0.0
SK_Gb1bin20_araphe3_Gb1bin20_C_c_lb,SK_Gb1bin20_araphe3_Gb1bin20_C_c_lb,0.0
SK_Gb1bin20_araphe3_Gb1bin20_C_c_ub,SK_Gb1bin20_araphe3_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_r0191_Gb1bin20_C_c_ub,SK_Gb1bin20_r0191_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_r2535_lb,SK_Gb1bin20_r2535_lb,0.0
SK_Gb1bin20_r2535_ub,SK_Gb1bin20_r2535_ub,0.0
SK_Gb1bin20_sink_hemeO_c_Gb1bin20_C_c_ub,SK_Gb1bin20_sink_hemeO_c_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_sink_mobd_c_Gb1bin20_C_c_ub,SK_Gb1bin20_sink_mobd_c_Gb1bin20_C_c_ub,0.0
SK_Gb1bin20_TF_2ameph_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_2ameph_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_2ameph_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_2ameph_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_2mba_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_2mba_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_2mba_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_2mba_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_2obut_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_2obut_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_2obut_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_2obut_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_2pglyc_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_2pglyc_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_2pglyc_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_2pglyc_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_3mba_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_3mba_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_3mba_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_3mba_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_4abz_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_4abz_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_4abz_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_4abz_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_4ahmmp_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_4ahmmp_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_4ahmmp_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_4ahmmp_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_4hba_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_4hba_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_4hba_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_4hba_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_5mdru1p_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_5mdru1p_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_5mdru1p_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_5mdru1p_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_5mtr_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_5mtr_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_5mtr_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_5mtr_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_LalaDgluMdap_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_LalaDgluMdap_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_LalaDgluMdap_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_LalaDgluMdap_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_acac_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_acac_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_acac_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_acac_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_acald_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_acald_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_acald_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_acald_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_actn__R_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_actn__R_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_actn__R_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_actn__R_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_ala_L_asp__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_ala_L_asp__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_ala_L_asp__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_ala_L_asp__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_ala__D_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_ala__D_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_ala__D_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_ala__D_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_alaala_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_alaala_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_alaala_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_alaala_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_alathr_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_alathr_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_alathr_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_alathr_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_amp_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_amp_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_amp_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_amp_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_anhgm_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_anhgm_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_anhgm_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_anhgm_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_bhb_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_bhb_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_bhb_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_bhb_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_bz_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_bz_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_bz_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_bz_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_bzal_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_bzal_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_bzal_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_bzal_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_ca2_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_ca2_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_ca2_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_ca2_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_cgly_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_cgly_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_cgly_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_cgly_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_chol_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_chol_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_chol_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_chol_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_chols_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_chols_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_chols_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_chols_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_chor_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_chor_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_chor_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_chor_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_cit_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_cit_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_cit_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_cit_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_citr__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_citr__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_citr__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_citr__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_cl_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_cl_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_cl_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_cl_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_co2_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_co2_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_co2_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_co2_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_coa_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_coa_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_coa_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_coa_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_cobalt2_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_cobalt2_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_cobalt2_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_cobalt2_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_cu2_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_cu2_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_cu2_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_cu2_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_cys__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_cys__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_cys__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_cys__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_dha_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_dha_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_dha_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_dha_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_dhap_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_dhap_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_dhap_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_dhap_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_dtmp_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_dtmp_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_dtmp_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_dtmp_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_fad_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_fad_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_fad_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_fad_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_fald_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_fald_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_fald_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_fald_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_fe3_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_fe3_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_fe3_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_fe3_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_fe3dcit_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_fe3dcit_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_fe3dcit_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_fe3dcit_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_fe3pyovd_kt_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_fe3pyovd_kt_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_fe3pyovd_kt_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_fe3pyovd_kt_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_for_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_for_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_for_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_for_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_forglu_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_forglu_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_forglu_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_forglu_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_fum_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_fum_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_fum_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_fum_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_g1p_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_g1p_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_g1p_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_g1p_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_gcald_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_gcald_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_gcald_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_gcald_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_glcn_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_glcn_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_glcn_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_glcn_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_glu__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_glu__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_glu__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_glu__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_gly_asn__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_gly_asn__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_gly_asn__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_gly_asn__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_glyb_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_glyb_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_glyb_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_glyb_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_glyphe_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_glyphe_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_glyphe_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_glyphe_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_gmp_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_gmp_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_gmp_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_gmp_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_gthrd_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_gthrd_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_gthrd_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_gthrd_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_h2_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_h2_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_h2_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_h2_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_h2o_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_h2o_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_h2o_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_h2o_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_h2s_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_h2s_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_h2s_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_h2s_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_h_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_h_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_h_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_h_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_hcys__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_hcys__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_hcys__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_hcys__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_hishis_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_hishis_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_hishis_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_hishis_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_hom__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_hom__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_hom__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_hom__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_icit_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_icit_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_icit_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_icit_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_id3acald_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_id3acald_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_id3acald_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_id3acald_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_ile__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_ile__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_ile__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_ile__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_indole_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_indole_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_indole_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_indole_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_inost_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_inost_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_inost_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_inost_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_k_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_k_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_k_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_k_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_leuleu_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_leuleu_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_leuleu_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_leuleu_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_lys__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_lys__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_lys__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_lys__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_mal__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_mal__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_mal__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_mal__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_man1p_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_man1p_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_man1p_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_man1p_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_meoh_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_meoh_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_meoh_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_meoh_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_met__D_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_met__D_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_met__D_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_met__D_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_metsox_R__L_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_metsox_R__L_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_metsox_R__L_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_metsox_R__L_e_Gb1bin20_C_e_ub,0.0
SK_Gb1bin20_TF_mg2_e_Gb1bin20_C_e_lb,SK_Gb1bin20_TF_mg2_e_Gb1bin20_C_e_lb,0.0
SK_Gb1bin20_TF_mg2_e_Gb1bin20_C_e_ub,SK_Gb1bin20_TF_mg2_e_Gb1bin20_C_e_ub,0.0
