,modelGb1_bin16,modelGb1_bin17,modelGb1_bin20,modelGb1_bin43,modelGb2_bin20,modelGb2_bin21,modelGb4_bin17,modelGb7_bin10,modelGb7_bin15,modelGb7_bin28,modelGb7_bin5,modelGb7_bin9,modelGb8_bin5,modelGb8_bin50
PHCD,265.9646893,,1000,,1000,,,1000,,,159.1224514,,110.9167329,148.7964459
PHETA1,-3.547189431,1000,145.4639791,23.04309519,-5.641930814,0,,0,0,50.98039216,0,0,1000,1000
PMDPHT,0.003557952,,33.85628777,6.140332576,,41.45457792,0.006738553,,,0.007697272,25.77187375,19.60649709,25.1570451,
PMEVK,0.017019174,0.024404398,,,,,0.012087091,27.37294859,0.025673011,,,15.06671195,,34.52648306
PPANA,5.128196237,,,,,170.6760417,84.93891721,152.8037383,,104,181.7007125,,176.1519197,
PPAP_Et,0,,,0,0,0,,,2.79E-14,1.02E-13,1.88E-13,0,0,0
PPA_1pp,42.3691514,,,86.19335626,229.6837157,172.0971141,110.5299336,173.015873,,104,306.3001599,,176.1519197,51.9121789
PPBNGS,25.89404021,,38.20224719,15.23809524,55.53724187,,,,,171.2235912,71.66676819,,94.33754848,33.33333333
PPCOAC,125,194.2857143,,57.14285714,,150,100,,180.7692308,,,,200,100
PPND,2.933595023,,,,,,,3.008579943,,21.73212436,,11.63568087,,
PPNDH,3.94132159,,,,,154.1783712,,,,34.73703623,,,,
PRAMPC_1,0.00592992,,,0.927328954,,,,,,,,,3.174477573,
PRATPP_1,0.00592992,,,,,,,23.20803547,,1.624488757,,2.19953712,,
PRMICI,0.00592992,,4.560360185,0.927328954,3.180163587,19.01764783,1.41517821,23.20803547,,1.624488757,4.21037875,2.19953712,3.174477573,
PRPPS,0.00592992,54.16663718,61.93992274,,71.59114816,,24.81811062,61.97169687,180.7692308,61.86572909,102.1759224,70.05273985,109.313913,9.373341223
PSCVT,6.804180807,0.003050527,70.15290819,1000,,30.40198209,18.18181818,43.2436862,,51.07456225,1000,11.18535755,70.85521339,42.1426939
PTA2,168.3112614,,,37.70688304,803.9079513,385.706398,,,497.5623736,1000,,181.0588248,1000,104.7568124
PTRCTA2,250,,,40,170.7017685,1000,,92.94002797,,,275,181.0588248,1000,
PYDAMK,0.007906038,,,,,,,,,,,,,
PYDAMtex,0.007906038,,,,,,,,,,,,,
PYDAMtpp,0.007906038,,,,,,,,,,,,,
PYDXS,0.004744095,-1.14E-13,,0.002189504,0.007545651,0.005512302,0.003369277,,,,93.61374314,0.005224937,,0.003711153
PYK6,993.4699663,,,,,,,,,,,,100.7935006,
QUINDH,6.804180807,,,,,,,,,,,,,
QUIN_Et,6.804180807,,,,,,,,,,,11.18535755,,
RBFK,0.004744095,0.006802726,,6.138362,200.0067911,41.4495485,0.003369277,,90.3910561,,,140.0047025,25.15028249,
RBFSa,0.007115904,,67.71257553,12.28066515,,82.90915584,0.013477106,,,0.015394543,51.5437475,39.21299417,50.31409021,
RBFSb,0.003557952,,33.85628777,6.140332576,,41.45457792,0.006738553,,,0.007697272,25.77187375,19.60649709,25.1570451,
RIBFLVt2,0.00948819,0.013605336,77.90856786,,200.0135822,,,93.01798738,90.39749682,0.007697554,,,,20.77155164
RNTR2_2,0.57475878,,,,,,,,,,,,,
RNTR3_2,0.57475878,,,,,,,,0.867009669,,,0.63302345,,
RPE,1.30E-18,,80.88870988,,85.0863847,694.9923643,17.27458882,265.0094143,2.685936529,128.934908,-0.045021677,,-0.006762617,0
SAMU3,6.473510052,,,,,,,,,,17.91669205,,,
SERt2r,17.08488124,,,,,,,,,,,,,
SHCHF,6.473510052,,,,,,,,,,17.91669205,,23.58438712,8.333333333
SHKK_1,6.804180807,0.003050501,70.15290819,,,,18.18181818,43.2436862,,,46.80851064,,70.85521339,42.1426939
SKDH_1,6.804180807,0.003050501,,,,,,,,,,,,
SUCBZT1,0.002127397,,0.004858109,0.000981851,0.0033837,0.002505943,,0.002181337,0.003209126,,0.004482101,0.002343056,0.003369515,0.001664194
SUCOAACTr,-875,,,,,,,,,,,,,
SUCOAS,-874.9980853,,,-52.21513191,,,-881.5384547,838.6136967,,,-363.1986493,-228.1284303,,100.0029955
TALA,0,0.001525264,40.44923005,4.641550634,49.51064544,390.0612526,15.12193549,160.8692631,,,46.80851064,,,
TCYNTtex,-15.83215576,,,0,,,,,,,,,,
TCYNTtpp,-15.83215576,,,0,,,,,,,,,,
THD2pp,542.052878,,,,1000,,,,,,646.9228675,,1000,
THFOR2,0.014232284,,,,,,,0.014593144,,,,,,
THMtrbc,0.004744095,0.006802668,0,0.002189528,0,0.005588252,,,0.007156352,,0,0,0,0
THRD_L,6.180704505,,,,219.7145687,153.2762206,,585.1442065,9.323442729,100,,,78.95587244,4.811701831
THRt2r,11.5776335,7.738848253,,,,,,,,,,,,
THYMt,1000,,,0,154.7572705,,,,,,,181.0419548,,10.04346222
THYMt3pp,1000,,,,,,,,,,,,,
THYMtex,0,,,,,,,,,,,,,
TKT1,8.44E-19,0.001525264,40.44923005,4.641550634,49.51064544,390.0612526,15.12193549,160.8692631,1.342968265,71.77035734,46.80851064,,0,
TKT2,0,-2.47E-19,40.43947983,-1.52E-14,42.54319235,351.3317649,8.872750923,132.5047071,1.342968265,129.3511844,,,-0.006762617,
TMDPK,0.004744095,,,,,,,,90.3910561,,,,,
TPI,-244.4526305,,,56.78893228,1000,16.99875621,9.114444099,35.14495808,62.2818591,,319.5649212,184.033929,92.0450642,34.53316314
TREP,250.0083572,194.2871574,621.0783045,,200,,,,,,,,204.1421333,
TREt2,250.0083572,,,,,,,,,,,,,
TRPt2r,1.209276135,1.734024019,,,1.923396656,,,,,,,,,
TSULR3e,-5.861866236,,,,,,,,,0,,,0,
TYRTA,997.3597645,1000,0,1000,1000,1000,,0,-3.982731199,1000,1000,0,1000,1000
TYRTAi,1000,,,,1000,1000,,,,,1000,,1000,
UAAGDS,2.116761998,3.050549793,27.57710324,,16.37866344,,1.499558043,14.18442148,,16.14260661,28.21364271,,3.358199767,
UACCpts,6.302401818,3.050549793,,0.981851294,,,,6.950471653,3.209126362,,,2.34305604,,1.664194021
UAGDP,6.302401818,,66.37201118,0.981851294,32.75732687,36.08964415,20.90141361,,,32.65209065,,2.34305604,50.50957194,1.664194021
UAGHD,6.302401818,3.050549793,,0.981851294,,,,,3.209126362,,28.21364271,2.34305604,,
UAGPT3,6.302401818,3.050549793,33.18600559,0.981851294,16.37866344,18.04482207,10.45070681,14.18442148,3.209126362,16.32604532,28.21364271,2.34305604,25.25478597,1.664194021
UAMAGS,2.116761998,3.050549793,27.57710324,,16.37866344,,1.499558043,14.18442148,,16.14260661,28.21364271,,3.358199767,
UAMAS,2.116761998,3.050549793,27.57710324,,16.37866344,,1.499558043,14.18442148,,16.14260661,28.21364271,,3.358199767,
UDCPDP,4.233523996,,28.81370754,,13.33333333,15.78947368,9.090909091,12.22082431,,16.32604532,24.17582418,,22.22222222,
UDCPPtexi,2.12739675,3.050549793,4.85810895,0.981851294,3.383700114,2.505942655,1.510886352,2.181774629,3.209126362,,4.486465042,2.34305604,3.369515273,1.664194021
UGMDDS,6.302401818,3.050549793,33.18600559,0.981851294,16.37866344,18.04482207,10.45070681,14.18442148,3.209126362,16.32604532,28.21364271,2.34305604,25.25478597,1.664194021
UM4PCP,4.185639819,,,,,14.28571429,,,,,,,22.22222222,1.664194021
UM4PL,4.185639819,,,,,14.28571429,,,,,,,22.22222222,1.664194021
UMPK,6.480667447,,159.3582526,7.77571346,69.71199677,24.68109331,55.40815688,136.1506852,,108.8678258,154.7157158,23.48277666,112.2948929,45.47291938
UMPt6,4.353270696,,16.0559745,,,,,,,,,43.36591652,,
UPP3MT,6.473510052,,,,,,,,,,17.91669205,,23.58438712,8.333333333
UPP3S,6.473510052,,9.550561798,3.80952381,13.88431047,,,,,42.8058978,17.91669205,,23.58438712,8.333333333
URAt,0,-2.745494813,,,128.0395142,,,399.3058366,-2.155589432,,,,,
URAt2,1000,,,,,,,,,,,,,
UREA,504.2324452,44.73684211,,,100,,,,264.8360609,,,181.0588248,,508.2211907
VALt2r,9.002334637,,20.55767099,,,,,,,,,,,74.39822293
XYLI2,250.0083572,,601.9738457,,,,,,,140.7182081,,93.33333333,66.6801919,
r0963,0.014232284,0.020408178,,0.006568585,0.022636954,,0.01010783,,,,0.030014451,,0.022542057,0.011133458
r2465_1,-0.006528981,,,-0.003013302,,,,,-0.009848809,,,,-0.010341042,0
sink_sheme_c,6.473510052,,,,,,,,,,17.91669205,,23.58438712,8.333333333
EX_3pg_e,-497.2822975,,,,,,,,,,0,,,
EX_4abut_e,500,,,,0,299.9954893,0,,,53.06122449,,,,
EX_4abutn_e,250,,,,,1000,,,,,275,181.0588248,1000,
EX_4hpro_LT_e,0,,,,0,0,,,,,0,,0,-8.85E-14
EX_LalaDgluMdapDala_e,-1.914657075,,,-0.883666165,12.5,,1.32E-15,,-2.888213726,,,0,,0
EX_ac_e,1000,1000,,,1000,0,0,,,0,,0,1000,
EX_acald_e,116.7076824,1000,531.0072969,1000,208.9157757,1000,134.6884245,1000,181.0762691,1000,1000,483.4421852,1000,9.091398496
EX_adn_e,-8.536192226,,,,,0,,,509.7219854,-3.63E-14,,,,
EX_alaala_e,2.116761998,-2.745494813,-4.372298055,-0.883666165,-3.045330102,-2.25534839,,-1.963597166,-1.444106863,0,,-2.108750436,22.22222222,0
EX_anhgm_e,4.233523996,,24.19603197,,13.33333333,15.78947368,,12.22082431,,,23.40425532,,,
EX_arg__L_e,13.9408782,,,13.88103154,,53.32885989,0,0,,0,34.86496643,-6.237515089,191.029919,0
EX_asn__L_e,-4.615376613,,,,,-5.43663006,,-4.733349149,-6.962183597,0,,0,,
EX_bz_e,-0.001914657,,999.9956277,43.89487587,-0.00304533,49.99774465,-0.001359798,-0.001963597,-0.002888214,-0.001553318,-0.004037819,-0.00210875,39.68084481,-0.001497775
EX_ca2_e,-0.099657901,-0.142903005,-0.227578114,-0.045994824,-0.158509432,-0.117390884,-0.070777471,-0.102205233,-0.150331524,-0.080850205,-0.210168455,-0.10976046,-0.157844943,-0.077959169
EX_cgly_e,166.6666667,0,1000,1000,1000,1000,0,0,-2.64502613,1000,1000,1000,1000,0
EX_chor_e,0,0,0,0,,0,0,0,,,0,0,,0
EX_cl_e,-0.099657901,-0.142903005,-0.227578114,-0.045994824,-0.158509432,-0.117390884,-0.070777471,-0.102205233,-0.150331524,-0.080850205,-0.210168455,-0.10976046,-0.157844943,-0.077959169
EX_co2_e,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,903.7507566
EX_coa_e,-0.011028425,-0.01581405,44.07094889,5.648017496,-0.017541101,24.98700919,5.019720806,27.80211039,43.7607317,13.65471655,30.96265766,0.617072115,25.17035048,
EX_cobalt2_e,-0.001914657,-0.002745495,-0.004372298,-0.000883666,-0.00304533,-0.002255348,-0.001359798,-0.001963597,-0.002888214,-0.001553318,-0.004037819,-0.00210875,-0.003032564,-0.001497775
EX_cu2_e,-0.013574919,-0.019465558,-0.030999593,-0.006265193,-0.02159139,616.3968339,,-0.013921904,-0.020477435,-0.011013025,-0.028628133,-0.014951041,-0.021500877,-0.010619222
EX_cyan_e,-15.83215576,,,0,,,,,,,,,,
EX_dhap_e,1000,,-4.94E-14,,127.5092081,,,,81.66972733,,,1.312513701,,37.02256733
EX_dtmp_e,-0.50098917,,0,,,,0,0,0,,,0,-0.79350063,0
EX_fe2_e,-0.278065647,5.915094794,,,-4.80E-16,149.8485534,,81.37594735,-125.7245871,66.21184475,0,,99.79636334,-0.217521808
EX_fe3_e,1000,999.7856318,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
EX_fe3pyovd_kt_e,1000,999.7856318,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
EX_fol_e,-0.012809056,-0.01836736,,-0.005911727,-0.020373258,,-0.009097047,-0.013136465,-0.01932215,,-0.027013006,-0.01410754,-0.020287851,-0.010020112
EX_for_e,0,-11.19242143,792.0101386,,,150.0402354,,,163.9534884,0,,,0,50.56337632
EX_fum_e,530.2998643,,0,,,1000,,,194.5996943,,,704.9935316,1000,
EX_gam6p_e,-1.914657075,86.22071121,,17.84661533,1000,,,,1.342968265,-3.106636103,275,,60.60153918,
EX_glu__D_e,0,-2.745494813,,,,,,,,,,,,
EX_glu__L_e,0,,1000,1000,1000,1000,-775.2888448,0,0,1000,1000,1000,1000,
EX_glutar_e,0,,,,,,,,,,,,,0
EX_glyclt_e,317.3275457,,,374.8575942,,,,,,,,472.5657835,,1000
EX_gthox_e,-5.861866236,,,,,,,,,0,,,0,
EX_gua_e,0,,,,0,24.99943616,,,,0,,,0,
EX_h2o_e,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
EX_h2s_e,-5.94492406,954.3479987,1000,758.6172662,1000,1000,1000,238.6496548,391.776775,104.8524659,1000,248.3338555,1000,-0.064973463
EX_h_e,849.6779334,110.7846456,-292.3653039,1000,1000,1000,206.2773348,809.0044973,-104.8778726,1000,1000,1000,456.7221034,582.8379931
EX_his__L_e,-1.808570713,-2.601026876,,,0,0,0,0,,0,,5.05E-15,,-1.418961719
EX_ile__L_e,0,0,-12.70279382,0,0,0,-3.950606708,0,0,-4.512839402,0,0,,
EX_k_e,-3.737276585,-5.359013691,-8.534419742,-1.724854497,-5.944271187,-4.402282182,-2.654229957,-3.832804217,-5.637591018,-3.031968104,-7.881539139,-4.116133238,-5.919352151,-2.923551212
EX_leu__L_e,-8.626123668,0,,-3.98119001,0,0,0,0,,0,0,0,0,
EX_lys__L_e,-6.570356367,-9.421467457,-15.00402173,,0,-7.739476087,-4.666295442,-6.738299672,-9.911223104,0,-13.85621847,-7.236409083,,-5.13977836
EX_man6p_e,0,,,,,,,,,,,,,
EX_met__L_e,-2.946829558,-4.225563612,,0,0,0,0,0,0,0,0,0,,0
EX_mevR_e,0,,,,,,,,,,,,,
EX_mg2_e,-0.166096501,-0.238171675,-0.379296856,-0.07665804,-0.264182386,-0.195651473,-0.117962452,-0.170342054,-0.250552541,-0.134750341,-0.350280758,-0.1829341,-0.263074905,-0.129931948
EX_mn2_e,-0.01323028,-0.018971369,-0.03021258,-0.006106133,-0.021043231,-0.015584457,-0.009396202,-0.013568456,-0.019957557,-0.010733428,-0.027901326,-0.014571466,-0.020955015,-0.010349623
EX_nh4_e,993.638504,370.3205439,1000,513.5969887,1000,1000,1000,1000,1000,890.6061653,1000,1000,1000,1000
EX_nmn_e,-0.043615888,0,,-6.50551496,-0.06937262,-0.051376836,-0.030976192,0,-0.065793509,,,,,
EX_o2_e,-428.1560068,-43.25625662,9.319560191,-0.017249164,-126.6436433,4.839504142,499.9991059,50.91021065,-675.3140094,-274.9532967,-338.4437402,444.4898833,110.8475753,-449.7055806
EX_orn_e,500,-8.120954018,,,0,1000,0,0,,53.06122449,266.0742002,,1000,-3.310905684
EX_ppap_e,168.3112614,,,37.70688304,803.9079513,385.706398,,,497.5623736,1000,1000,181.0588248,126.8243758,104.7568124
EX_pydam_e,0,,,,,,,,,,,,,
EX_pyovd_kt_e,1000,1000,1000,1000,1000,1000,1000,1000,874.6948682,1000,1000,1000,1000,1000
EX_quin_e,0,,,,,,,,,,,0,,
EX_ribflv_e,-0.005337107,-0.012244907,0,,-0.013582172,,,-0.008757643,-0.012881433,0,,,,-0.006680075
EX_ser__L_e,0,,,0,0,0,0,0,,1000,,0,,
EX_tcynt_e,143.9355516,,,57.14285714,,,,,,,,,,
EX_thm_e,-0.004269685,-0.006122453,32.69230769,3.954770103,11.01193323,9.673978857,,-0.004378822,3.947703581,,19.62451096,8.723095855,13.41044082,24.12741317
EX_thr__L_e,-4.857236095,-6.964963427,,0,0,-5.721525669,0,0,,0,0,0,,
EX_thym_e,0,,,228.5714286,400,,,0,-3.05E-13,,,16.54696093,,8.596750846
EX_tre_e,-122.2316524,0,,,0,0,0,0,,0,0,,0,
EX_trp__L_e,-1.088348521,-1.560621617,,,-1.73105699,0,,0,,0,,,,0
EX_uaccg_e,-1.914657075,-2.745494813,,-0.883666165,,,,0,-2.888213726,,,-2.108750436,,-1.497774619
EX_udcpp_e,-1.914657075,-2.745494813,-4.372298055,-0.883666165,-3.045330102,1000,-1.359797716,998.0364028,-2.888213726,,-4.037818538,-2.108750436,203.4600643,-1.497774619
EX_ump_e,0,,0,,,,,,0,0,,-4.317223679,,
EX_ura_e,0,3.050549793,,-2.039457325,1000,,,5.90E-14,4.04514058,,,,,
EX_val__L_e,-8.102101173,-11.61789076,-18.5019039,0,0,0,-5.754147213,-8.309197041,0,0,-17.08651368,0,,0
EX_zn2_e,-0.006528981,-0.009362137,-0.014909536,-0.003013302,-0.010384576,-0.007690738,-0.00463691,-0.006695866,-0.009848809,-0.005296815,-0.013768961,-0.007190839,-0.010341042,-0.005107411
Growth,21.2739675,30.50549793,48.5810895,9.818512944,33.83700114,25.05942655,15.10886352,21.81774629,32.09126362,17.25908946,44.86465042,23.4305604,33.69515273,16.64194021
ATPM,125,194.2857143,283.3333333,57.14285714,200,150,100,129.7619048,180.7692308,104,275,140,200,100
